Gene	RNA.Macrophages	RNA.DC1	RNA.DC2	RNA.Inflammatory.Monocytes	RNA.CD69..Mast	RNA.CD69..Mast.1	RNA.Cycling.Monocytes	RNA.NKs	RNA.ILCs	RNA.CD4..Activated.Fos.hi	RNA.CD4..Activated.Fos.lo	RNA.CD4..Memory	RNA.Tregs	RNA.CD4..PD1.	RNA.CD8..IELs	RNA.CD8..LP	RNA.CD8..IL17.	RNA.MT.hi	RNA.Cycling.T	RNA.Plasma	RNA.Follicular	RNA.GC	RNA.Cycling.B
AC004069.2	0.112239339	0.210830164	0.113276404	0.160712747	0.195818626	0.076082132	0.120523626	0.171792646	0.211543096	0.083950251	0.153614195	0.143855212	0.117728063	0.106395472	0.132085264	0.10013431	0.017802152	0.096033921	0.065411167	0.022429615	0.084407598	0.125403207	0.053382234
AC004158.2	0.026843032	0	0.004865565	0	0	0	0.011743225	0	0	0.001816706	0.002886049	0	0	0	0.010359613	0.009516691	0.063499611	0.153221411	0.159468515	0.001652976	0.034819857	0	0.022661894
AC004257.3	0.01577328	0	0.107757333	0	0.022016185	0	0.003627341	0	0.064977426	0.043997797	0.017387834	0.061583495	0.029119094	0.012684102	0.016999712	0.075689558	0.017976779	0.117889722	0	0.004567025	0.042521222	0.027021452	0.012540074
AC004381.6	0.044749572	0	0.021346227	0	0.272474673	0	0.102672178	0	0	0.008730861	0.020607442	0.005327418	0	0	0.011828961	0.016288894	0	0	0.125458316	0.003844489	0.008957161	0.00763658	0.082277738
AC004463.6	0.01017991	0	0.014844986	0.065188783	0	0	0.046469404	0.035368213	0.100899897	0.007919804	0.051648841	0.025831113	0	0.037081106	0.041482786	0.016070569	0	0	0.165141047	0.008908496	0.029238775	0.162981618	0.002217542
AC004510.3	0	0	0	0	0.072428804	0	0	0	0	0	0.010128902	0	0.075581772	0	0.006447477	0.004882418	0	0	0	0.003384857	0.000314659	0	0
AC004528.4	0.011440231	0	0	0	0	0	0.044372288	0	0	0.005984673	0.002316018	0.038193203	0	0.00958482	0.046213499	0.016232657	0.012346785	0	0	0.004096137	0.010458811	0	0
AC004540.5	0.01119382	0	0.009740529	0	0.256826728	0	0.003014531	0	0.126779207	0.004866544	0	0.00177546	0	0	0	0	0	0	0	0.019682938	0.029561177	0.059829315	0.047436561
AC004791.2	0	0	0	0.03427374	7.158680791	5.54733308	0.299920399	0	0.022545823	0.010612305	0	0.034573673	0.010480007	0	0	0.004168714	0	0	0	0.000333235	0	0	0
AC004840.9	0.001544746	0	0	0	0.010042119	0	0	0.049131479	0	0.018837382	0.013059131	0	0	0	0.020093595	0.012644405	0	0	0	0.001844136	0	0	0
AC004854.4	0	0	0	0	0	0	0	0	0	0.00867097	0.031994583	0.003873184	0.019342104	0.00958482	0	0.018439434	0.03294567	0	0	0.004295295	0	0	0.003478506
AC004893.11	0.024483865	0	0.031622559	0	0	0	0.00556287	0.0792313	0	0.074602748	0.035336924	0.019476542	0.048468233	0.085050271	0	0.019311781	0	0.089295032	0.029702211	0.004690667	0.061244668	0.011641367	0.006345957
AC004951.6	0.212798793	0.183697914	0.353354248	0.172036788	0.135284195	0.095987199	0.070358782	0.206412062	0.486734856	0.302425159	0.345265898	0.55698618	0.503301501	0.551401153	0.262470378	0.362362293	0.552442846	1.160851423	0.232739169	0.061999777	0.373024956	0.543245849	0.164768219
AC004988.1	0.001935875	0	0.003731528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002266892	0	0	0
AC005003.1	0.006170411	0	0	0.040363429	0.011060169	0	0.00674652	0.080940122	0.029227655	0.019570654	0.027871714	0.042112013	0.019972	0.022474732	0.04453096	0.019835365	0.027843739	0.191080958	0.112093197	0.007182062	0.025992328	0.075274201	0.014261251
AC005037.3	0.019233371	0.016586678	0.005826438	0	0.119463519	0	0	0	0	0.01688502	0.031701979	0.038043116	0.004559031	0	0.00509307	0.007887871	0	0	0	0.011983579	0.011040205	0.039549545	0.003597476
AC005062.2	0.007898113	0	0	0	0.029574322	0	0.004431408	0	0	0.009909248	0.009754213	0.016570259	0.008597775	0	0	0.002725877	0	0	0	0.008442005	0.006628648	0	0.005059756
AC005076.5	0.154608044	0.019013736	0.09833067	0	0.078432443	0.075901204	0.094316797	0.038542279	0.116273974	0.025934628	0.022866752	0.061046325	0.036700457	0.020884525	0.040180885	0.026727674	0.200998354	0.096228989	0	0.038196663	0.029294878	0.099368931	0.062948401
AC005082.12	0.04732547	0	0.018634538	0	0	0	0.003223754	0	0	0	0.001931725	0.001914012	0	0	0	0	0	0	0	0.000274357	0	0	0
AC005083.1	0.177552943	0	0.027250046	0.016922004	0	0	0.151762205	0.28662434	0	0.050008175	0.035440786	0.019932661	0.072249604	0	0.210834179	0.030332723	0.274108915	0	0.165253285	0.099960817	0.107687939	0.251468387	0.037819628
AC005154.6	0.159118243	0.074213955	0.202378967	0.054471595	0.395483416	0.087403914	0.132565739	0.798384542	0.498360678	0.203022598	0.24643408	0.266239231	0.311266708	0.188341459	0.210338645	0.272519465	0.129487245	0.740951043	0.21847807	0.068977952	0.298166306	0.223254117	0.088278181
AC005224.2	0.00527595	0	0	0	0	0	0	0	0	0.004148036	0	0	0	0.01980388	0.011015394	0	0	0	0	0.000392444	0.004436906	0	0
AC005253.2	0.001323461	0	0.002945517	0	0	0	0	0.031984204	0	0.014690262	0.007602588	0.007066073	0.031646317	0	0.017322157	0.012075778	0.00942695	0.110037698	0.025014439	0.006689615	0.027259951	0.037273724	0.010665768
AC005306.3	0.007418529	0	0.036754684	0	0	0	0	0.018703072	0	0.033303198	0.013270197	0.028650569	0	0.01094103	0.024921739	0.037734744	0.057716288	0	0.065267729	0.001703315	0.003005778	0.044622894	0.036666219
AC005329.7	0	0	0	0	0	0	0	0	0	0	0.008681771	0.006207086	0	0	0.008998879	0	0	0	0.007409158	0.001707023	0.006607704	0	0.001394747
AC005339.2	0.000802083	0	0.012786206	0	0.065917095	0	0	0.04187428	0	0.017324038	0	0.021755452	0.018967075	0	0.011846514	0.008520259	0	0	0	0.00818733	0.016131889	0.006596944	0.008421212
AC005355.2	0	0	0	0	0	0	0	0	0	0	0	0.016824706	0	0	0.005281863	0.010766917	0.040889848	0	0	0.001244822	0	0	0
AC005498.3	0	0	0	0	0	0	0	0	0	0.007674645	0.004969564	0	0	0	0.018618228	0.009526889	0	0	0	0.001738032	0	0	0
AC005523.2	0.040774818	0	0.050451501	0	0.067077249	0	0.009421753	0	0	0.021482445	0.029353236	0.035986455	0.063154157	0.020178316	0.006645948	0.067117774	0	0.150201274	0.008647376	0.005685614	0.038703616	0.02660034	0.01119607
AC005540.3	0.072158922	0.085530164	0.058556433	0.468248414	0.395199582	0.164967877	0.053075322	0.069393003	0	0.096606543	0.081940804	0.088111168	0.189328345	0	0.060093158	0.08288781	0	0	0.008546951	0.015517657	0.054951067	0.026904312	0.003242073
AC005562.1	0.111846255	0.042902559	0.17165215	0.008984677	0.309312457	0	0.035405324	0.123324993	0.615053045	0.107378927	0.082915373	0.129110608	0.091451643	0.048607067	0.140319133	0.149321065	0.130807963	0.247917001	0.17634415	0.082680515	0.229634474	0.371129326	0.125783853
AC005682.5	0	0	0.007420538	0	0.046853234	0	0	0	0	0.005124683	0.015371368	0.049934555	0.021909457	0.025213143	0.004777805	0.020179229	0	0.118728788	0	0.004440259	0.039623482	0	0.03566588
AC005932.1	0.002462241	0	0	0	0	0	0.002717985	0	0	0	0	0	0	0	0	0	0	0	0	0.006245324	0.00084287	0	0
AC005943.4	0.019479833	0.134864257	0	0	0.00558646	0	0.038897179	0	0	0.00375978	0.008415071	0.006063329	0.026837161	0.067045642	0.00177162	0.019136754	0	0	0	0.000908303	0.018098546	0	0.00155323
AC006116.20	0	0	0.002408473	0	0.069210518	0.146085494	0	0	0	0.018052814	0.003010796	0.004386179	0.008041169	0	0	0.002214054	0	0	0	0.000541671	0.005231074	0.018547417	0
AC006129.2	0.086561842	0	0.003891833	0	0.046531744	0.099787225	0.027282244	0.582054506	1.033519591	0.813919391	0.407509599	0.93338145	0.7729907	1.292331015	0.738429009	0.694244389	0.780587036	0.833680741	0.424533139	0.213609666	0.570655252	0.352389123	0.103664548
AC006129.4	0.296275936	0.146049821	0.058502798	0.027074078	0.011789353	0	0.045152972	0.078277365	0.053041458	0.005253046	0.027470977	0.260038934	0.325255808	3.725128316	0.36335515	0.058660631	0.158468903	0.384481402	0.061411249	0.941437076	0.504382219	0.203945349	0.341197946
AC006132.1	0.018575992	0.054721281	0.016558942	0	0.467286182	0.800598596	0.005992682	0.428740419	0.139011428	0.04678984	0.068780325	0.129834429	0.043674989	0.137088339	0.197862752	0.095452605	0.044320579	0.021249678	0.168657688	0.113265726	0.080053272	0.00893252	0.03718245
AC006369.2	0	0	0	0	0	0	0	0.063306423	0	0.098036676	0.140359518	0.053918335	0.069692784	0.06334374	0.046419658	0.182199503	0.018177073	0.041192678	0.028699993	0.000364071	0.004302841	0	0
AC006486.1	0.011307909	0	0.003048325	0	0	0	0	0	0	0	0.002910563	0.002843046	0.016866564	0	0.012001765	0.003573694	0.013854876	0.091744656	0	0.004678106	0.003589286	0	0
AC006547.15	0	0	0	0	0	0	0	0	0	0.006014747	0.010801362	0.022587336	0	0	0	0.033079591	0.031673453	0	0	0.000437937	0.006452972	0	0.007520855
AC006942.4	0.019360439	0	0.028985627	0	0.161523756	0	0.003653976	0.063858922	0	0.02047405	0.078339881	0.173731451	0.06667558	0	0.055497407	0.034875136	0	0.203948551	0	0.04016668	0.002289747	0.09112646	0.004169382
AC006946.16	0.017763098	0	0	0	0	0	0	0	0	0	0	0	0.003783067	0	0	0	0	0	0	0.006492362	0.006897535	0.022372743	0.004529317
AC006994.2	0.013296542	0	0.02258893	0	0.086260095	0	0	0	0	0.010155944	0	0.003976534	0	0	0	0.004442519	0	0.124706149	0	0.031975718	0.003128562	0	0.005725676
AC007036.4	0	0	0	0	0	0	0	0.023643765	0	0	0.004280839	0.01656753	0	0	0	0.003118696	0	0	0	0.000555966	0.001285043	0	0
AC007092.1	0	0	0	0	0	0	0	0	0	0.004609012	0	0	0	0	0	0.003437044	0	0	0	0.000533241	0.003836062	0	0.007698171
AC007161.5	0	0	0.00992039	0	0	0.073533578	0	0	0	0.00860562	0.013538816	0	0	0	0	0.036758152	0	0	0	0.000768493	0	0	0
AC007182.6	0	0	0	0	0	0	0	0	0	0	0	0	0.013756641	0	0	0	0	0	0	0.000661167	0	0	0
AC007228.11	0.003115201	0	0.003624931	0	0	0	0.032706623	0	0.046266576	0.009190717	0.012556119	0.697421235	0.015613758	0	0.018146091	0.026189893	0	0.096424162	0.077222541	0.005140312	0.01813274	0.051692627	0.004170265
AC007228.9	0.087803971	0.025198659	0.026541095	0	0.076326978	0.159497878	0.012599203	0.014736342	0.123571883	0.056957947	0.048399097	0.051618382	0.057885754	0.040394595	0.026180153	0.08088435	0.056835447	0.104889872	0	0.006318087	0.044438603	0.041630625	0.004812807
AC007246.3	0.263234473	0.02367435	0.062639162	0.298498287	0.047188609	0	0.119249341	0	0.142483899	0.036968169	0.081391442	0.142506094	0.069708054	0.084194728	0.07424493	0.071995252	0.064652834	0.066575688	0.139050127	0.098586291	0.110871664	0.338490005	0.026223688
AC007292.3	0.005808745	0	0.013408199	0	0	0	0	0	0	0.010551616	0	0.007653579	0.022164941	0	0.003481536	0	0	0	0	0.00190699	0.0077643	0	0.006271116
AC007308.6	0	0	0	0	0.006737908	0	0	0	0	0.002406578	0.002380373	0.007976276	0.009883031	0	0.002625976	0.010029162	0	0	0	0.002106937	0.020888139	0	0
AC007381.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038365307	0	0.009543652
AC007381.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93E-05	0.028044668	0.09820451	0.014949786
AC007382.1	0.002585998	0	0.002120768	0	0	0	0	0	0	0	0.008374183	0.020671697	0.020875379	0	0.009333705	0	0	0	0	0.000386537	0.004629135	0.030016594	0.004281385
AC007383.3	0.007965892	0.009750668	0.018166682	0.05548764	0.045268989	0.011757621	0	0	0	0.067652335	0.048221631	0.055998073	0.057812016	0.030030549	0.079198308	0.060788253	0.043586718	0.165799474	0.041244279	0.008391718	0.025614687	0	0.00431485
AC007386.2	0.018816403	0	0	0	0	0	0.003020172	0.11267022	0	0.009437894	0.003924368	0.006773037	0	0	0.005966877	0.028242628	0	0	0	0.055082346	0.14029104	0.445463788	0.17467929
AC007390.5	0.432615638	0.377112643	0.428032581	0.215181397	1.341655287	0.19332356	0.388912393	1.335562965	1.313140807	0.870221468	0.811143391	0.91845966	0.788637456	0.872301605	0.950305837	0.808231002	0.961755026	1.339319981	0.404482403	0.210901745	0.883302115	0.860079638	0.447052979
AC007405.6	0.001858863	0	0	0	0	0	0	0	0	0.015143492	0	0.016073335	0	0	0	0	0	0	0	0.007313378	0.000797319	0	0.012830903
AC007620.3	0.003948251	0	0.004576789	0	0	0	0	0	0	0.011739243	0	0	0.002901069	0	0.00397951	0	0	0	0	0.002383444	0.002666404	0	0
AC007773.2	0.006097903	0	0	0	0.105764361	0	0	0.160293399	0	0	0.015199031	0.001783936	0.032742972	0.031498048	0.019783062	0	0.01745524	0	0	0.00447648	0.000426727	0.021618172	0.013007467
AC007879.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000815258	0.009390366	0	0
AC007880.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00542685	0.057841656	0.030523325	0.003954209
AC008982.2	0.0281749	0.043438125	0.03881434	0.088301743	0.060443898	0.065835005	0.025257625	0.173800427	0.031633626	0.038661327	0.072016842	0.121460051	0.0461935	0.078063926	0.044724529	0.103861195	0	0.484799993	0.017122331	0.023188393	0.105312108	0.101842012	0.036139729
AC009005.2	0.08203364	0.301181174	0.085311531	0.106029634	0.049690758	0	0.312947354	0	0	0.011379901	0.002884428	0.061904117	0.008552679	0	0.03322285	0.03258452	0	0.240576873	0.00648434	0.00462448	0.013137852	0.016685681	0.104394782
AC009014.3	0.00099186	0	0	0	0	0.218602403	0	0	0	0	0	0.004874945	0.004956312	0	0.00811997	0.001401098	0	0	0	0.001226507	0.00124363	0	0.001960669
AC009120.10	0	0	0	0	0	0.099787225	0	0	0	0.002351532	0.003193906	0.00195747	0	0.019385705	0	0.00497957	0	0	0	0.002737276	0.002061251	0	0.006166685
AC009120.6	0.008239381	0	0.003122117	0	0.007205227	0	0.010589983	0.234039098	0	0.009877254	0.018037103	0.026506596	0.053861914	0	0.041118178	0.056782973	0.063277597	0.07226078	0.020530889	0.009855742	0.009345978	0	0
AC009133.12	0.000787527	0	0.007983068	0	0	0	0	0.037452732	0	0.023376808	0.017065114	0.04910875	0.035966498	0.116803111	0.025396465	0.059228531	0.023043999	0.125345326	0	0.022954379	0.0535084	0.024154409	0.004876391
AC009133.14	0.00470226	0	0.002550112	0	0	0	0	0.221670816	0.059115251	0.01963438	0.06962822	0.040497104	0	0	0.137424846	0.155547491	0.058616483	0.154548271	0	0.018109741	0.015571188	0.00371271	0.004117259
AC009133.17	0.00117898	0	0	0	0	0	0.003653976	0	0	0.004789501	0	0.010572974	0.016205124	0	0	0	0.043000334	0	0	0.022575827	0.006756436	0	0.019182332
AC009228.1	0.000914319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000904291	0.000402582	0	0
AC009299.3	0.000445053	0.028396174	0.003853819	0	0	0	0.012496037	0.487799259	0	0.06546178	0.057079791	0.069079922	0.073703537	0.071874	0.035937048	0.051414445	0.066009913	0	0.023491669	0.01604371	0.052247243	0.02379501	0.120108109
AC009336.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003128522	0	0	0
AC009403.2	0.142658304	0.075525611	0.135057971	0.232335987	0.069726829	0.22431502	0.041253302	0.494357021	0.05931071	0.164013283	0.152334504	0.309668826	0.300545512	0.320652466	0.323408844	0.184810496	0.275705111	0.120440213	0.224891904	0.111026204	0.266657855	0.341083883	0.289985582
AC009404.2	0.25751878	0.103265901	0.14786323	0.233911738	0	0	0.195346702	0.666095804	0.313099175	0.239791047	0.111695668	0.083357267	0.030895626	0	0.03036395	0.188461382	0.136611135	0.195277971	0.021325476	0.232840707	0.062221652	0.05805722	0.100158397
AC009473.1	0	0	0	0	0	0	0.004103344	0	0	0.005743684	0.016463257	0.018237563	0	0	0.035157908	0.021903656	0.01986155	0	0	0.010124473	0.02250832	0.015885863	0.068674334
AC009480.3	0.000509554	0	0.002511201	0	0	0	0	0	0	0.015853814	0.008329366	0.016909349	0	0	0	0	0	0	0	0.001033107	0.002545356	0	0
AC009495.2	0	0	0	0	0	0	0	0.01775598	0	0	0	0	0	0	0	0.002928932	0	0	0	0.003226537	0.004951752	0	0
AC009501.4	30.15723969	23.57230259	17.58734612	26.91190212	8.626509226	6.319596119	21.4608623	20.6298208	13.12856918	12.80374257	14.10624228	14.60745067	16.01012912	14.28584547	29.1259936	16.12982845	15.71961513	12.03256656	15.2887509	2.140774624	8.226417867	6.398974989	6.13585034
AC009506.1	0.165542782	0.072407627	0.222807864	0.219087654	0.353471356	0.295545543	0.223831912	0	0	0.002646738	0	0	0.013106939	0.011958255	0.011976233	0	0.035327064	0	0	0.007592731	0.011379855	0	0.005038191
AC009948.5	0.155924639	0.08976417	0.071476271	0.274933029	0.074899262	0.104916543	0.029918739	0	0.029047781	0.040843675	0.067949533	0.050625472	0.066632554	0	0.03883918	0.050185827	0.027777017	0	0.08772956	0.023997252	0.031432492	0.021711134	0.043908733
AC009950.2	0.001528597	0	0.011489118	0.042850974	0	0	0	0	0.054957504	0	0.012231118	0.012422099	0.029660141	0.0334031	0.003762089	0.007853319	0.064134815	0	0	0.00720038	0.04748615	0.051654494	0.001649766
AC009961.3	0.063720946	0.165592708	0.02221766	0.008043907	0.106759279	0.076629676	0.047391062	0	0	0.032873353	0.056546718	0.101758612	0.123588373	0.035930154	0.083543434	0.097837137	0.013610575	0.137624808	0.083206431	0.016031221	0.060453592	0.034359438	0.034842556
AC010226.4	0.102462838	0.107723637	0.068945673	0.098421333	0.305550981	0.089187904	0.034509574	0.014999232	0.075114801	0.045951232	0.013026327	0.044614617	0.040128056	0.032362535	0.038265612	0.004359991	0.006953733	0	0.024671548	0.167320524	0.289457309	0.465771479	0.471794351
AC010336.1	0.000482271	0	0	0	0	0	0	0	0	0.003525631	0	0.006330517	0.007311978	0	0.007757421	0.011152353	0.009173752	0	0	0.004274656	0.007157721	0	0
AC010642.1	0.014509299	0	0.002521541	0	0	0	0	0	0	0.02734365	0.015102715	0.034071966	0.022872954	0.1008931	0.008845123	0.019917292	0.047997931	0.067390261	0	0.001689416	0.023351622	0	0.00155323
AC010761.8	0.006026937	0.038395489	0.019224809	0	0.033311301	0.179456719	0	0.009357181	0.074517306	0.017682158	0.050690734	0.045664389	0.038350867	0.100962358	0.040421755	0.026993368	0	0.075950961	0.118539083	0.021432602	0.052621028	0	0.015620104
AC010883.5	0.037869535	0	0.017396806	0.073389156	0.055479578	0	0	0	0	0.043125795	0.0258619	0.040864763	0.022352875	0	0.018703654	0.048320377	0	0	0.037251584	0.010925702	0.02369224	0	0.018512201
AC010894.3	0.013723538	0	0	0	0	0.077277645	0	0	0	0.009274717	0.009130528	0	0	0	0	0.005112434	0	0	0	0.003702806	0.008669425	0	0.009706944
AC011043.1	0.023032712	0.011086527	0	0	0.027314196	0.011757621	0.011149775	0.1634003	0	0.002561958	0	0	0.010764428	0	0.09532642	0.031663974	0	0.082296547	0.01312987	0.012132654	0.004111129	0.030523325	0.031177025
AC011484.1	0	0	0	0	0.003852199	0	0	0	0	0.006257284	0	0.003222341	0	0.028243668	0.020277601	0	0	0	0	0.000209686	0.007203013	0	0
AC011526.1	0.003598893	0	0.037170946	0.121693471	0.025265274	0	0	0	0	0.007617225	0.00331508	0.01997546	0.023500833	0	0	0.014181114	0	0	0	0.003569743	0.001086332	0	0
AC011551.3	0.000281083	0	0	0	0	0	0	0	0	0	0.006443875	0	0	0	0	0.003425092	0	0	0	0.000933224	0	0.01978615	0
AC011747.4	0	0.009652974	0.003030504	0	0	0	0.053647949	0	0.037364016	0.011502068	0.017259051	0.005001911	0.010201626	0	0.026296729	0.019272569	0.00942695	0	0.013083627	0.004016782	0.012897125	0	0.013877428
AC011841.1	0.003823666	0	0.009412999	0	0	0	0	0	0	0.006180863	0.009880874	0.019464076	0.011651292	0.106292489	0.011322171	0.00174002	0.025861059	0	0	0.005923627	0.022467528	0.067424455	0.049928801
AC011893.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054464587	0.002063193	0	0	0	0.039363278	0.000535911	0.002035869	0	0.00350693
AC011899.9	0.131089695	0	0.036035311	0.024873253	0.172967394	0.151637921	0.054752897	0	0	0	0.002105944	0	0	0	0	0	0	0	0	7.79E-05	0	0	0
AC012146.7	0.284651215	0.328652662	0.162519047	0.219186086	0.350462328	0.366208977	0.223687699	0.331217485	0.149319985	0.303042643	0.37600773	0.69309681	0.476453856	0.640138546	0.55123211	0.533785672	0.344689497	0.431441884	0.743683803	0.30291456	0.500631932	0.718516623	0.580303337
AC012307.3	0.042199952	0	0.016385766	0.183901897	0.05650958	0	0.004103344	0.07781673	0	0.017734191	0.019999909	0.045067989	0.013276109	0.020884525	0.008287224	0.023123202	0	0.02685565	0.049536395	0.016235528	0.027840445	0.084181641	0.069370884
AC012358.8	0.006353832	0	0	0.018334982	0.055884123	0	0.012225172	0.239604873	0	0.04235883	0.009486358	0.013027905	0.004957647	0	0.039317114	0.049659366	0	0.053539929	0	0.023112315	0.056438444	0	0.004712997
AC012360.4	0	0	0.003580047	0	0	0	0.02137496	0	0	0.022585478	0.008695554	0.020905807	0.02386585	0	0.02140066	0.036023124	0	0	0	0.008633201	0.024574274	0.142071417	0.003014937
AC013264.2	0.004815991	0	0	0	0	0	0	0.023924043	0.402502418	1.011323844	0.828977533	1.271847428	0.366534664	1.264361218	0.171584773	0.714243479	0.408965872	0.555523599	0.304676986	0.002243154	0.068411711	0	0.030071161
AC013268.5	0	0	0	0	0	0	0	0.016728576	0	0	0	0	0	0	0.003047442	0	0	0	0	0.000707827	0.001295548	0	0.003469532
AC013394.2	0.381393058	0.274155364	0.401987597	0.413009057	0.287249725	0.052137726	0.223666827	0.600129024	0.43711739	0.723906499	0.562278936	0.815781328	0.989133506	1.313602562	0.640581659	0.767239172	1.332215151	1.531391247	0.714085487	0.171946805	0.587852825	0.812928131	0.461807974
